start_time,total_cycles,fps,fps_r,config.simulation.dataset,config.simulation.scene,config.hardware.udpe.udpe_utilization,config.hardware.udpe.skip_enabled,config.hardware.memory.read_latency_hiding_rate,config.hardware.wbs.scheduling_mode,config.hardware.wbs.window_size_k,config.algorithm.foveated_enabled,config.algorithm.early_stop_ratio,preprocess_cycles,sort_cycles,rasterize_cycles,module_utilization.fre,cache_hit_ratio,fre_makespan_imbalance_ratio,fre_gaussian_set_overlap_ratio
2026-03-22T06:13:53.124389,9696874.700892862,515.6300513545476,257.8150256772738,hypernerf/interp,interp-chicken,0.35,True,0.5,hilbert_window,4,True,0.7,7501628.571428572,1351881.9642857118,8129716.017857147,0.8381326254108409,0.6122042829913668,1.0002991025329122,0.569064306951313
2026-03-22T06:14:16.366327,12061077.17857144,414.55667068305905,207.27833534152953,hypernerf/interp,slice-banana,0.35,True,0.5,hilbert_window,4,True,0.7,9960685.714285715,1285205.6250000007,7772077.178571446,0.6423662007093112,0.5656662677111179,1.0012616139051438,0.5856816527713753
2026-03-22T06:14:42.679983,17111770.76785715,292.19652763184683,146.09826381592342,hypernerf/interp,torchocolate,0.35,True,0.5,hilbert_window,4,True,0.7,14869697.142857146,1230141.2946428414,6572030.125000015,0.38341341576610594,0.4771635474532309,1.0009269444589721,0.5041682093529475
2026-03-22T06:15:22.826378,21799734.48660714,229.36059166554503,114.68029583277252,hypernerf/interp,aleks-teapot,0.35,True,0.5,hilbert_window,8,True,0.7,19175245.714285716,1247694.9107143153,6081857.964285718,0.27778480581408144,0.3190303070167306,1.002462461095742,0.45554571613352957
2026-03-22T06:15:39.253947,9268346.022321425,539.4705795357928,269.7352897678964,hypernerf/interp,cut-lemon1,0.35,True,0.5,hilbert_window,8,True,0.7,7693662.857142858,782086.3392857157,5616498.017857134,0.6021989717210038,0.47999157126669606,1.0015595825747914,0.4774645405501091
2026-03-22T06:16:08.897417,22702971.857142873,220.2354842115917,110.11774210579586,hypernerf/interp,hand1-dense-v2,0.35,True,0.5,hilbert_window,8,True,0.7,19761840.000000004,1477859.8660714151,8179794.214285736,0.34531556134205427,0.3686878834936192,1.0117450001506672,0.5598691515350913
2026-03-22T06:16:28.468033,9702100.700892866,515.3523091694832,257.6761545847416,hypernerf/interp,interp-chicken,0.35,True,0.5,hilbert_window,8,True,0.7,7501628.571428572,1384676.1160714263,8134923.937500008,0.8382137470792594,0.5913078820495571,1.000302692823438,0.5660309849789849
2026-03-22T06:16:50.640568,12061459.901785718,414.54351634993554,207.27175817496777,hypernerf/interp,slice-banana,0.35,True,0.5,hilbert_window,8,True,0.7,9960685.714285715,1320274.2857142782,7770931.616071431,0.6424889879235326,0.5449163268377637,1.0020311016004648,0.5834988722325861
2026-03-22T06:17:17.476659,17111853.54464285,292.19511416198,146.09755708099,hypernerf/interp,torchocolate,0.35,True,0.5,hilbert_window,8,True,0.7,14869697.142857146,1251808.7946428573,6571056.464285705,0.3834041257220659,0.4645587829834164,1.001102395471537,0.5025439203919588
2026-03-22T06:17:57.516778,21801515.138392854,229.3418585020686,114.6709292510343,hypernerf/interp,aleks-teapot,0.35,True,0.5,hilbert_window,16,True,0.7,19175245.714285716,1252646.9196428796,6088342.946428567,0.27801790029628093,0.3123428415885197,1.0003373784082286,0.45190653312654605
2026-03-22T06:18:13.840119,9268314.799107134,539.472396910998,269.736198455499,hypernerf/interp,cut-lemon1,0.35,True,0.5,hilbert_window,16,True,0.7,7693662.857142858,791570.8928571427,5621541.6696428405,0.6027715105388227,0.466324060005144,1.0025926234190188,0.4703601266997608
2026-03-22T06:18:43.601353,22705821.017857157,220.20784873040765,110.10392436520382,hypernerf/interp,hand1-dense-v2,0.35,True,0.5,hilbert_window,16,True,0.7,19761840.000000004,1447022.0089285644,8185652.776785736,0.34482630973020245,0.36172875212884975,1.0252585264344738,0.552170697552004
2026-03-22T06:19:02.813079,9698187.8794643,515.5602327098024,257.7801163549012,hypernerf/interp,interp-chicken,0.35,True,0.5,hilbert_window,16,True,0.7,7501628.571428572,1399097.008928576,8130924.732142871,0.8381126988292275,0.5851361149718536,1.000336885138052,0.5662603007891145
2026-03-22T06:19:24.667149,12061080.500000002,414.5565565207859,207.27827826039294,hypernerf/interp,slice-banana,0.35,True,0.5,hilbert_window,16,True,0.7,9960685.714285715,1326771.1607142894,7780893.553571426,0.6429790446931473,0.5396382165970286,1.0019345252250393,0.5785523316541262
2026-03-22T06:19:51.369565,17114687.732142854,292.14672673282666,146.07336336641333,hypernerf/interp,torchocolate,0.35,True,0.5,hilbert_window,16,True,0.7,14869697.142857146,1257460.7142857169,6577616.830357137,0.38373014133798805,0.4563140457785312,1.0006449493138991,0.49945165290440524
2026-03-22T06:20:31.458301,21801774.01339286,229.33913528910503,114.66956764455252,hypernerf/interp,aleks-teapot,0.35,True,0.5,hilbert_window,32,True,0.7,19175245.714285716,1249351.875,6089173.008928582,0.2779990496018323,0.3143736772627925,1.0010106247742838,0.4494766382218338
2026-03-22T06:20:47.886944,9270932.933035709,539.3200485986883,269.6600242993442,hypernerf/interp,cut-lemon1,0.35,True,0.5,hilbert_window,32,True,0.7,7693662.857142858,787646.651785716,5626566.937499994,0.6031283874821639,0.4618075604498217,1.0013803178400627,0.4664322199721973
2026-03-22T06:21:17.494995,22708805.205357138,220.17891099001855,110.08945549500928,hypernerf/interp,hand1-dense-v2,0.35,True,0.5,hilbert_window,32,True,0.7,19761840.000000004,1437852.053571417,8187431.464285729,0.3455703961217916,0.35748659917315856,1.009576334713562,0.547193365751243
2026-03-22T06:21:37.012238,9720139.61160716,514.3959037408601,257.1979518704301,hypernerf/interp,interp-chicken,0.35,True,0.5,hilbert_window,32,True,0.7,7501628.571428572,1397571.4285714242,8152675.571428589,0.8384615946458657,0.5787336288652378,1.0003275628062867,0.562759751365669
2026-03-22T06:21:59.932183,12062480.1875,414.5084528454899,207.25422642274495,hypernerf/interp,slice-banana,0.35,True,0.5,hilbert_window,32,True,0.7,9960685.714285715,1326626.91964285,7780029.678571423,0.6429075583729621,0.5394328142133289,1.0018709907696586,0.5727910535346001
2026-03-22T06:22:26.128934,17114003.96428572,292.1583990768161,146.07919953840806,hypernerf/interp,torchocolate,0.35,True,0.5,hilbert_window,32,True,0.7,14869697.142857146,1262359.2857142864,6584614.669642864,0.3841636570943044,0.4533984789845601,1.0008264527145885,0.48846083715046984
