start_time,total_cycles,fps,fps_r,config.simulation.dataset,config.simulation.scene,config.hardware.udpe.udpe_utilization,config.hardware.udpe.skip_enabled,config.hardware.memory.read_latency_hiding_rate,config.hardware.wbs.scheduling_mode,config.hardware.wbs.window_size_k,config.algorithm.foveated_enabled,config.algorithm.early_stop_ratio,preprocess_cycles,sort_cycles,rasterize_cycles,module_utilization.fre,cache_hit_ratio
2026-03-19T03:00:41.013876,43622131.25000001,114.62071789534582,57.31035894767291,hypernerf/interp,hand1-dense-v2,0.35,False,0.7,default_fifo,4,False,0.7,40095360.00000001,886690.4464285644,13566357.223214276,0.3066806446973267,0.328164058856279
2026-03-19T03:01:00.589271,17229197.683035713,290.2050398390357,145.10251991951785,hypernerf/interp,interp-chicken,0.35,False,0.7,default_fifo,4,False,0.7,12832302.85714286,875100.9375000065,14651874.312499998,0.850315828629053,0.5111671976509762
2026-03-19T03:01:20.169915,17784825.392857146,281.13854870951565,140.56927435475782,hypernerf/interp,slice-banana,0.35,False,0.7,default_fifo,4,False,0.7,14689337.142857146,829105.7142857132,13655808.330357146,0.7621208232684111,0.475616601328737
2026-03-19T03:01:45.772827,30928103.446428575,161.6652637191491,80.83263185957455,hypernerf/interp,torchocolate,0.35,False,0.7,default_fifo,4,False,0.7,27818845.714285716,780146.1160714338,12349342.901785731,0.3953623100519989,0.4112324552222041
2026-03-19T03:02:24.869622,21887749.272321444,228.43828928188802,114.21914464094401,hypernerf/interp,aleks-teapot,0.35,True,0.5,default_fifo,4,True,0.7,19175245.714285716,1371923.4374999907,6486263.508928599,0.27924937536767336,0.2856494843052387
2026-03-19T03:02:40.368758,9289209.736607142,538.2589199483654,269.1294599741827,hypernerf/interp,cut-lemon1,0.35,True,0.5,default_fifo,4,True,0.7,7693662.857142858,833831.9196428533,5720249.607142856,0.6101125564713579,0.38229005378482145
2026-03-19T03:03:09.462568,22663483.29464286,220.6192196934656,110.3096098467328,hypernerf/interp,hand1-dense-v2,0.35,True,0.5,default_fifo,4,True,0.7,19761840.000000004,1460832.5892857127,7974357.892857164,0.3480385771844355,0.3401492702804655
2026-03-19T03:03:27.987198,9816078.531249993,509.3683780220627,254.68418901103135,hypernerf/interp,interp-chicken,0.35,True,0.5,default_fifo,4,True,0.7,7501628.571428572,1435567.0982142787,8248923.866071421,0.840251635055327,0.5276877378587582
2026-03-19T03:03:48.341007,12073762.839285709,414.1211042949228,207.0605521474614,hypernerf/interp,slice-banana,0.35,True,0.5,default_fifo,4,True,0.7,9960685.714285715,1358398.9285714284,7932062.232142847,0.6533570847858481,0.4810384789043295
2026-03-19T03:04:13.513086,17141995.464285724,291.68132790707983,145.84066395353992,hypernerf/interp,torchocolate,0.35,True,0.5,default_fifo,4,True,0.7,14869697.142857146,1279445.2232142827,6702463.232142868,0.3880078137281698,0.4191087776223348
2026-03-19T03:04:52.739654,46355485.70089286,107.86209926182899,53.931049630914494,hypernerf/interp,aleks-teapot,0.35,False,0.5,hilbert_window,4,True,0.7,43682554.28571428,1327911.4285714943,6314214.678571459,0.13405057684671373,0.1988494088726999
2026-03-19T03:05:08.177543,16111772.049107146,310.33209660368055,155.16604830184028,hypernerf/interp,cut-lemon1,0.35,False,0.5,hilbert_window,4,True,0.7,14472565.714285716,888961.3392857029,5955565.589285736,0.3576072462859328,0.26981733612776143
2026-03-19T03:05:37.167781,43167165.29464284,115.82877786558093,57.914388932790466,hypernerf/interp,hand1-dense-v2,0.35,False,0.5,hilbert_window,4,True,0.7,40095360.00000001,1567450.4464285923,9016029.776785694,0.18663366270220583,0.2136598087833862
2026-03-19T03:05:56.610487,14969917.19196429,334.00318357699086,167.00159178849543,hypernerf/interp,interp-chicken,0.35,False,0.5,hilbert_window,4,True,0.7,12832302.85714286,1605370.9821428675,8736351.56250001,0.5697922298692839,0.3604865170179413
2026-03-19T03:06:16.038096,16895778.21428572,295.9319148597961,147.96595742989805,hypernerf/interp,slice-banana,0.35,False,0.5,hilbert_window,4,True,0.7,14689337.142857146,1509905.089285701,8375589.142857141,0.4789508079829079,0.3283492557209509
2026-03-19T03:06:41.566980,30147485.758928552,165.85130979020985,82.92565489510493,hypernerf/interp,torchocolate,0.35,False,0.5,hilbert_window,4,True,0.7,27818845.714285716,1419782.5446428265,6951716.419642843,0.22651949501220092,0.2740385474532309
2026-03-19T03:07:20.222297,23007363.468750007,217.3217286192441,108.66086430962206,hypernerf/interp,aleks-teapot,0.35,True,0.5,hilbert_window,4,False,0.7,19175245.714285716,1327786.4732142668,12273938.625000013,0.5287451064310541,0.19467945194551922
2026-03-19T03:07:35.363405,9862216.745535709,506.98540997522997,253.49270498761499,hypernerf/interp,cut-lemon1,0.35,True,0.5,hilbert_window,4,False,0.7,7693662.857142858,888961.339285718,8220964.0223214235,0.8293437169697191,0.2654555182896282
2026-03-19T03:08:04.298563,24036182.366071414,208.01972309287413,104.00986154643707,hypernerf/interp,hand1-dense-v2,0.35,True,0.5,hilbert_window,4,False,0.7,19761840.000000004,1566912.4553571437,14953303.964285709,0.6027047048498698,0.21020451624144426
2026-03-19T03:08:22.637979,17475065.459821425,286.1219611163101,143.06098055815505,hypernerf/interp,interp-chicken,0.35,True,0.5,hilbert_window,4,False,0.7,7501628.571428572,1605370.9821428582,15907906.77678571,0.906750046833248,0.3559201312863994
2026-03-19T03:08:43.340481,16864388.74553573,296.48272910712984,148.24136455356492,hypernerf/interp,slice-banana,0.35,True,0.5,hilbert_window,4,False,0.7,9960685.714285715,1509638.7053571336,14781845.196428588,0.8697951314321666,0.32140441908966466
2026-03-19T03:09:08.575819,18579297.70535713,269.1167383877113,134.55836919385564,hypernerf/interp,torchocolate,0.35,True,0.5,hilbert_window,4,False,0.7,14869697.142857146,1419782.544642874,13594393.035714267,0.7123349858397008,0.2720838268932277
2026-03-21T22:41:35.297904,47522241.02232141,105.21389337787073,52.606946688935366,hypernerf/interp,aleks-teapot,0.35,False,0.5,hilbert_window,4,False,0.7,43682554.28571428,1327911.4285714943,12252542.437500011,0.2555380765144478,0.20354417474318473
2026-03-21T22:41:50.958151,16603558.040178575,301.14027294033076,150.57013647016538,hypernerf/interp,cut-lemon1,0.35,False,0.5,hilbert_window,4,False,0.7,14472565.714285716,888961.3392857029,8356773.687499992,0.4926324870684107,0.2652840514111414
2026-03-21T22:42:20.099160,44352249.91964284,112.7338524890839,56.36692624454195,hypernerf/interp,hand1-dense-v2,0.35,False,0.5,hilbert_window,4,False,0.7,40095360.00000001,1567450.4464285923,14649503.651785754,0.3262552240436948,0.21568687267498515
2026-03-21T22:42:38.557614,18465688.959821414,270.77245863283275,135.38622931641638,hypernerf/interp,interp-chicken,0.35,False,0.5,hilbert_window,4,False,0.7,12832302.85714286,1605370.9821428675,15855353.133928556,0.8559587773320596,0.3684429519765944
2026-03-21T22:42:59.706435,18259635.214285724,273.82803332720295,136.91401666360147,hypernerf/interp,slice-banana,0.35,False,0.5,hilbert_window,4,False,0.7,14689337.142857146,1509905.089285701,14910903.05357143,0.8014554069013559,0.33300169854727624
2026-03-21T22:43:24.350202,31514888.339285705,158.6551710471117,79.32758552355585,hypernerf/interp,torchocolate,0.35,False,0.5,hilbert_window,4,False,0.7,27818845.714285716,1419782.5446428265,13516914.866071379,0.4194108909030286,0.2785637151784985
2026-03-21T22:44:03.240610,47520569.72767861,105.21759374209948,52.60879687104974,hypernerf/interp,aleks-teapot,0.35,False,0.5,hilbert_fifo,4,False,0.7,43682554.28571428,1322655.2678571492,12239381.223214345,0.2556030252015626,0.20827095395921114
2026-03-21T22:44:18.519669,16601436.763392868,301.17875165029636,150.58937582514818,hypernerf/interp,cut-lemon1,0.35,False,0.5,hilbert_fifo,4,False,0.7,14472565.714285716,887400.4017857225,8348549.044642874,0.49238519637756234,0.27244460122072023
2026-03-21T22:44:47.481409,44363572.65178571,112.70507989168318,56.35253994584159,hypernerf/interp,hand1-dense-v2,0.35,False,0.5,hilbert_fifo,4,False,0.7,40095360.00000001,1558403.0357142882,14557218.937500034,0.3262481444021818,0.21979541335911518
2026-03-21T22:45:06.796372,18459677.66517858,270.8606342261194,135.4303171130597,hypernerf/interp,interp-chicken,0.35,False,0.5,hilbert_fifo,4,False,0.7,12832302.85714286,1592908.3928571413,15849345.857142864,0.8559380121576304,0.37846382642947957
2026-03-21T22:45:26.337927,18260010.07142857,273.82241195055514,136.91120597527757,hypernerf/interp,slice-banana,0.35,False,0.5,hilbert_fifo,4,False,0.7,14689337.142857146,1505501.1160714217,14920264.89285715,0.8015472757611628,0.3395643978757409
2026-03-21T22:45:51.553820,31513435.75892857,158.66248409881396,79.33124204940698,hypernerf/interp,torchocolate,0.35,False,0.5,hilbert_fifo,4,False,0.7,27818845.714285716,1409600.491071431,13519488.241071448,0.41949314813300065,0.2867543628992729
